"Samoocena splošnega zadovoljstva z življenjem glede na dohodek gospodinjstva, po spolu in kohezijskih regijah, Slovenija, letno"

"KOHEZIJSKA REGIJA";"SPOL";"DOHODEK GOSPODINJSTVA - KVINTIL";"2012 Povpreèje";"2013 Povpreèje";"2014 Povpreèje";"2015 Povpreèje";"2016 Povpreèje";"2017 Povpreèje";"2018 Povpreèje";"2019 Povpreèje";"2020 Povpreèje"
"SLOVENIJA";"Spol - SKUPAJ";"Dohodkovni kvintil - SKUPAJ";7.1;7.0;6.9;7.1;7.1;7.2;7.3;7.5;7.4
